"","ID","DATE","TIME","LAT","LON","VMAX","PER","ADAY","SPDX","PSLV","VPER","PC20","GSTD","POT","SHDC","T200","T250P","EPOS","RHMD","TWAT","Z850","D200","LSHDC","VSHDC","POT2","RHCN","SDIR","SHGC","POT_AVG","SHDC_AVG","T200_AVG","T250P_AVG","EPOS_AVG","RHMD_AVG","TWAT_AVG","Z850_AVG","D200_AVG","LSHDC_AVG","VSHDC_AVG","POT2_AVG","RHCN_AVG","SDIR_AVG","SHGC_AVG","RHLORI","SBTRI","PCRI30","RHCRI","RII30","RII35","RII40"
"AL162001.9","AL162001","011106",0,39.7,49.7,60,-5,0.02705,2.41927,728,-300,7,414,15.94875,62.7,-55.5,-2.55,1.95,48,-1,66,2.5,40.78806,3762,254.36249,0,7.87265,-11.56984,15.94875,62.7,-55.5,-2.55,1.95,48,-1,66,2.5,40.78806,3762,254.36249,0,7.87265,-11.56984,69,6.9,5,0,3,1,1
"AL162001.10","AL162001","011106",6,41.3,49.2,55,-10,0.02705,3.80089,780,-550,25,649,17.59126,69.4,-55.9,-2.2,1,51,0,55,14,45.80349,3817,309.45251,0,9,-14.0022,17.59126,69.4,-55.9,-2.2,1,51,0,55,14,45.80349,3817,309.45251,0,9,-14.0022,70,11.8,7,0,3,1,1
"AL172001.1","AL172001","011124",0,29.3,50.3,50,0,0.00193,3,596,0,23,770,33.32288,22.25,-56.5,-5.1,5.35,43.5,-0.3,163,72,10.88859,1112.5,1110.41406,0,12.16766,0.4247,34.53387,22.34,-56.21999,-5.24,5.92,46,1.8,205.60001,79.4,11.14913,1117,1192.5885,0,11.88582,1.92284,68.4,15.4,15,0,3,1,1
"AL172001.2","AL172001","011124",6,29.3,50,50,0,0.00193,3,545,0,29,1125,34.05499,22.35,-56.1,-5.25,5.8,45.5,0.3,198.5,66,10.97083,1117.5,1159.74207,0,11.28281,2.57335,34.56134,22.42,-55.98,-5.52,5.94,46.8,2.4,221.39999,68.6,11.35436,1121,1194.48621,0,14.28388,1.64169,68.4,22.5,24,0,9,1,1
"AL172001.3","AL172001","011124",12,29.5,49.8,50,0,0.00193,1.81262,596,0,45,1020,35.38084,22.55,-56.05,-5.05,6.55,47.5,0.5,230,88.5,11.24499,1127.5,1251.80408,0,11.0486,4.46809,34.99678,19.54,-55.88,-5.92,5.94,47.8,3.3,231,57.6,10.00625,977.00006,1224.77466,0,15.96442,1.83652,68.8,20.4,38,0,10,1,1
"AL172001.4","AL172001","011124",18,30.3,49.5,50,0,0.00193,1.95368,591,0,47,1050,35.43112,22.65,-56.1,-5.4,6.35,48.5,1.2,240,90.5,11.59228,1132.50012,1255.36438,0,12.40815,1.96665,35.16344,17.66,-55.74,-6.26,5.92,48.6,2.9,232,50.2,9.12916,883,1236.46729,0,18.3383,0.30956,69.2,21,40,0,10,1,1
"AL172001.5","AL172001","011125",0,31.3,50.6,50,0,0.00163,-3.58361,476,0,77,790,34.5482,22.05,-55.75,-6.1,5.6,47,0.3,236,53,11.5374,1102.5,1193.57825,0,18.51703,-0.42078,34.62554,15.14,-55.66,-6.56,5.84,49.2,2.5,228.2,29.8,7.85777,757,1198.9281,0,21.34114,-1.51546,69.4,15.8,68,0,12,1,1
"AL172001.6","AL172001","011125",6,31.8,52,50,0,0.00163,-10.6489,549,0,79,640,34.48015,15.35,-55.65,-6.8,5.4,48,1.2,226.5,17.5,8.08227,767.5,1188.88062,0,22.36415,0.21296,34.0204,12.46,-55.54,-6.64,5.98,50.4,2.5,220.8,16.6,6.43456,623.00006,1157.3877,0,23.77542,-2.40075,69.6,12.8,59,0,13,1,1
"AL172001.7","AL172001","011125",12,31.7,53.5,55,5,0.00163,-12.83992,637,275,74,869,30.56023,10.45,-55.5,-7.1,5.75,50,0.1,225,20,5.40784,574.75006,933.92792,0,21.63,-0.70698,28.7793,9.58,-55.72,-6.64,6.36,52,1.4,215.8,16.8,4.8894,526.90002,828.24792,0,23.08611,-3.18538,71.2,15.8,65,0,3,1,1
"AL172001.8","AL172001","011125",18,30.8,55,60,10,0.00163,-13.0702,855,600,66,948,24.45274,11.55,-55.5,-6.65,6.3,51,0.9,223,19,5.8738,693,597.93665,0,24.33067,-3.91185,23.32859,9.7,-55.96,-6.28,6.72,53.2,1.8,210.60001,18.6,4.93609,582,544.22314,0,21.97396,-3.61469,72.6,15.8,51,0,3,1,1
"AL172001.9","AL172001","011126",0,30.3,55.3,60,5,0.00138,-7.43155,890,300,46,1320,22.57353,9.65,-55.6,-6.35,6.5,53,0.3,212,6.5,4.85549,579,509.56436,0,26.33157,-4.81132,22.26849,7.98,-56.36,-6,6.84,53.6,0.6,207.2,15.2,4.07004,478.79999,495.8858,0,21.03193,-2.54427,73,22,38,0,3,1,1
"AL172001.10","AL172001","011126",6,30.1,55.6,60,0,0.00138,-2.35119,769,0,72,1032,22.43259,8.25,-55.9,-6.3,6.9,54,0.1,205,20.5,4.16677,495,503.22128,0,22.84714,-4.73699,21.15086,7.96,-56.42,-5.84,6.78,52.8,-0.1,199,12.6,4.13127,477.60001,447.3587,0,20.31259,-2.1654,72,17.2,62,0,3,1,1
"AL172001.11","AL172001","011126",12,30.6,55.9,65,5,0.00138,-2.59806,711,325,76,819,17.75064,8.4,-56.7,-5.9,7.25,55,0.5,201,22.5,4.30997,546.00006,315.08527,0,17.70101,-2.87363,15.6196,6.72,-56.44,-5.6,6.72,51,-0.4,192.2,6.6,3.52017,436.79999,243.97185,0,19.15188,0.40755,70.6,12.6,68,0,3,1,1
"AL172001.12","AL172001","011126",18,31.1,56,65,5,0.00138,-1.62781,656,325,78,910,16.78322,6.4,-57.1,-5.5,6.95,54,-0.3,203.5,16,3.33401,416,281.67642,0,16.0985,0.89163,15.03316,7.54,-56.32,-5.3,6.7,48.6,-0.7,184,-1.6,3.98726,490.10001,225.99582,0,16.2369,0.51545,68.2,14,67,0,3,1,1
"AL172001.13","AL172001","011127",0,32.1,56.2,75,10,0.00116,-1.38913,625,750,72,982.5,4.00839,7.15,-56.65,-5.55,6.45,50,-0.4,194,4,3.83778,536.25006,16.06721,0,20.15815,-0.24173,3.702,6.62,-56.08,-5.1,6.68,46,-0.8,177.8,-7.2,3.52768,496.50003,13.70483,0,19.61293,0.01409,65.6,13.1,59,0,3,1,1
"AL172001.14","AL172001","011127",6,32.6,57,80,15,0.00116,-4.49994,778,1200,56,1312,-1.54872,6.45,-55.8,-5.35,6.2,46.5,-0.2,174.5,-15,3.45468,516,2.39854,0,21.63146,2.561,-2.62501,7.16,-55.8,-4.88,6.72,43.4,-0.6,161.39999,-15.2,3.82436,572.79999,6.89067,0,23.73867,-1.61995,63.2,16.4,44,0,3,1,1
"AL172001.15","AL172001","011127",12,31.5,57.2,80,5,0.00116,-4.0958,863,400,77,1040,-0.36165,7.3,-55.65,-4.95,6.7,43.5,0.2,167.5,-15,3.85871,584,0.13079,0,12.43639,1.8269,-2.11306,6.32,-55.88,-4.78,6.8,41.2,-0.4,147.60001,-18.8,3.36788,505.60004,4.46502,0,17.02348,-0.14095,62,13,60,0,3,1,1
"AL172001.16","AL172001","011127",18,32,56,75,-5,0.00116,4.0957,731,-375,56,1432.5,2.95665,8.15,-55.8,-4.65,7.15,42.5,-0.4,165,-12,4.32831,611.25,8.74178,0,18.87449,-3.80672,3.97626,7.18,-56.16,-4.62,6.82,39,-2,133.2,-23,3.81517,538.5,15.81068,0,10.6259,0.90762,60.4,19.1,48,0,3,1,1
"AL172001.17","AL172001","011128",0,32.3,55.8,75,-5,0.00097,5.80327,501,-375,47,982.5,0.13782,5.45,-55.8,-4.45,7,41,-0.2,147,-18,2.92676,408.75,0.01899,0,35.057,-4.34686,5.82593,8.12,-56.38,-4.42,6.66,38,-2.4,121.2,-31.6,4.22848,609,33.94143,0,6.41567,3.6723,59.8,13.1,37,0,3,1,1
"AL172001.18","AL172001","011128",6,32.6,55.7,75,0,0.00097,1.17221,671,0,41,1185,1.97073,6.35,-56.15,-4.75,6.75,38,0,118.5,-25,3.41216,476.25,3.88376,0,13.90604,-0.58656,9.40286,9.94,-56.44,-4.14,6.36,35.8,-3.2,109,-36.2,5.08077,745.50006,88.41383,0,-2.96216,6.08033,58.2,15.8,31,0,3,1,1
"AL172001.19","AL172001","011128",12,32.4,56.2,75,0,0.00097,-1.92252,705,0,47,1305,7.45446,6.5,-56.7,-4.7,6.45,35.5,-1.4,104,-34.5,3.4317,487.5,55.56898,0,-11.15048,8.87992,14.28094,12.48,-56.54,-3.86,6.16,34.4,-3.7,102.8,-36.6,6.20491,936.00006,203.94539,0,-11.75749,8.08979,57.2,17.4,35,0,3,1,1
"AL172001.20","AL172001","011128",18,31.4,57,70,-5,0.00097,-5.45608,640,-350,29,938.00006,16.98582,11.85,-56.9,-4.05,6.35,35.5,-0.8,101.5,-47,6.03542,829.5,288.51797,0,-14.08312,11.26143,23.66444,16.74,-56.5,-3.42,6.16,33,-2.6,101.6,-33.4,8.06549,1171.80017,560.00592,0,-10.40146,7.77017,56.4,13.4,18,0,3,1,1
"AL172001.21","AL172001","011129",0,30.3,57.6,65,-10,0.00082,-6.00017,513,-650,41,1462.5,26.52315,15,-56.5,-3.45,6,34.5,-1,104.5,-45,7.46709,975,703.47736,0,-14.89514,9.17365,32.91371,22.18,-56.14,-3.06,6.34,32,-2.1,104.2,-42,10.35627,1441.7002,1083.31238,0,-7.75112,5.97154,56.2,22.5,35,1,3,1,1
"AL172001.22","AL172001","011129",6,29.3,58.7,60,-10,0.00082,-7.45667,505,-600,48,984,36.27539,16.35,-56.2,-3.05,5.75,32,-0.5,101,-30.5,7.86783,981,1315.90393,0,-10.57641,6.69686,42.14529,25.32,-55.62,-2.66,6.42,30.6,-1.4,102.2,-40.8,11.44041,1519.19995,1776.22522,0,-4.2954,4.61815,55.6,16.4,40,3.2,3,1,1
"AL172001.23","AL172001","011129",12,28.4,60.1,60,-5,0.00082,-10.56607,552,-300,38,1590,40.12468,23.35,-56.3,-2.95,6.25,31,-0.3,100,-18,10.87395,1401,1609.98987,0,-4.77592,3.63803,45.95386,28.98,-55.1,-2.34,6.8,30.2,-1.2,100,-44.4,12.75949,1738.80005,2111.75708,0,-0.99885,4.70901,55.8,26.5,35,6.6,3,1,1
"AL172001.24","AL172001","011129",18,27.3,61.8,55,-5,0.00082,-13.75344,580,-275,27,1188,49.03636,30.75,-55.7,-2.7,6.9,29.5,-0.3,107.5,-48,13.81096,1691.25,2404.5647,0,-1.05087,3.63708,53.82713,32.08,-54.52,-2.02,7.24,30,-1.6,100.4,-48.6,13.71999,1764.3999,2897.36035,0,0.70773,4.4921,56,21.6,21,11.6,3,1,1
"AL172001.25","AL172001","011130",0,26.2,63.2,45,-15,0.00068,-13.98879,590,-675,16,751.50006,63.18793,33.3,-54.7,-2.15,7,29.5,-0.3,103,-65.5,14.47272,1498.50012,3992.71411,0,1.18203,3.43139,65.43734,33.42,-53.93999,-1.7,7.5,30.6,-0.5,100.8,-54.2,13.91602,1503.90015,4282.04541,0,1.40405,3.55557,56,16.7,15,16.6,3,1,1
"AL172001.26","AL172001","011130",6,25.3,64.7,35,-20,0.00068,-12.60832,600,-700,0,192.5,76.62351,32,-53.9,-1.65,7.15,30,-0.3,94,-51,13.47514,1120,5871.1626,0,1.98555,5.96734,76.15375,31.22,-53.64,-1.54,7.62,31.6,-1.4,95.4,-42.8,12.71659,1092.69995,5799.39307,0,0.3576,3.22988,56.2,5.5,0,21,3,1,1
"AL172001.27","AL172001","011130",12,24.5,66.2,30,-15,0.00068,-13.56889,661,-450,4,204,82.98,33.25,-53.45,-1.45,7.8,30.5,-0.7,96.5,-50,13.56593,997.5,6885.67969,0,1.9314,6.32893,81.03097,29.44,-53.5,-1.46,8,32.4,-0.5,91.8,-40.4,11.76864,883.19995,6566.01758,0,-0.94627,3.16378,56.4,6.8,3,24.6,3,1,1
"AL172001.28","AL172001","011130",18,23.7,67.1,30,-5,0.00068,-11.32636,615,-150,14,447.00003,81.33339,34.45,-53.4,-1.35,8,32,0.8,102,-42.5,13.76529,1033.5,6615.12012,0,1.23133,0.75442,80.38766,25.98,-53.44,-1.52,8.5,33.6,0.5,85.2,-35.6,10.26526,779.39996,6462.17529,0,-3.59731,2.90477,56.8,14.9,13,26.2,3,1,1
"AL172001.29","AL172001","011201",0,23.4,67.7,30,0,0.00057,-6.9944,671,0,44,960,75.85714,28.6,-53.5,-1.5,7.85,33.5,-1.2,95,-33.5,11.30269,858.00006,5754.30566,0,-1.92618,0.52706,75.18233,22.86,-53.5,-1.68,8.92,35.2,-0.5,77,-25.2,8.99268,685.80005,5652.38232,0,-5.99402,2.76024,57.8,32,42,25.4,3,1,1
"AL172001.30","AL172001","011201",6,23.1,68,30,0,0.00057,-4.04513,640,0,36,810,75.15814,23.3,-53.6,-1.55,8.25,34,0.6,80.5,-31,9.08466,699,5648.74609,0,-4.69378,2.50315,74.75746,18.74,-53.64,-1.9,9.26,36.4,0.5,62,-21.8,7.39525,562.20001,5588.67822,0,-7.38165,3.32368,59.2,27,32,22.8,3,1,1
"AL172001.31","AL172001","011201",12,22.8,68.3,30,0,0.00057,-2.72804,549,0,16,492,74.71378,18.95,-53.4,-1.6,9.35,35,0.3,68.5,-33,7.36646,568.5,5582.14844,0,-7.90171,5.10334,72.71035,16.92,-53.76,-1.96,9.54,38.2,0.2,47.2,-17,6.78809,507.60007,5286.79492,0,-6.55002,3.09985,60.4,16.4,10,17.4,3,1,1
"AL172001.32","AL172001","011201",18,23,68.6,30,0,0.00057,-2.95443,542,0,25,660,74.85921,16.8,-53.45,-2,10.1,37.5,-0.2,59.5,-12,6.62578,504.00003,5603.90088,0,-10.68796,5.27456,69.70985,15.06,-53.9,-2.12,9.72,40.2,-0.6,32,-12.2,6.22954,451.80002,4859.46387,0,-5.63562,3.76008,62,22,20,11.6,8,1,1
"AL172001.33","AL172001","011202",0,23.4,68.9,35,5,0.00047,-2.72797,563,175,23,630,69.26118,16.35,-53.9,-2.3,9.9,39,-0.2,44,-8,6.59024,572.25,4797.11182,0,-8.22953,1.8017,60.80632,15.2,-54.24,-2.26,9.42,42.2,-0.3,21,-7.2,6.47528,532,3697.40869,0,-3.10014,2.78628,63.8,18,20,6.6,10,1,1
"AL172001.34","AL172001","011202",6,24.3,68.9,35,5,0.00047,-1.45533,593,175,25,595,64.67722,13.75,-54.15,-2.2,9.4,41,0.3,20.5,-13,5.79121,481.25,4183.14209,0,-3.35682,1.42609,56.5923,14.12,-54.28,-2.42,8.9,43.8,-0.1,11.8,-10.8,6.22027,494.19998,3202.68848,0,-0.48811,2.31376,65.2,17,16,2.4,3,1,1
"AL172001.35","AL172001","011202",12,25.5,69.2,40,5,0.00047,-1.34049,704,200,45,652.00006,52.53915,14.1,-54.25,-2.1,9.4,43.5,-0.5,5.5,-7,6.17039,564,2760.36182,0,-0.32869,3.59416,47.05281,15.32,-54.16,-2.44,8.36,45.6,-0.5,8.2,-7.2,6.92832,612.80005,2213.96704,0,1.79524,3.22892,66.4,16.3,20,0,11,1,1
"AL172001.36","AL172001","011202",18,26.4,69.5,40,5,0.00047,-2.66107,755,200,52,636,47.4537,14.65,-54.6,-2.35,9.05,45,0.1,3,-8.5,6.58444,586,2251.85327,0,0.76363,4.2694,44.45573,16.98,-54.16,-2.46,8.04,46.8,-0.2,8.4,-6.2,7.79607,679.19995,1976.31226,0,3.06122,3.65609,67.2,NA,NA,0,NA,NA,NA
"AL172001.37","AL172001","011203",0,27,69.7,35,-5,0.00039,-2.33892,776,-175,40,595,49.56529,14.4,-54.4,-2.75,8.05,46.5,0,9,-8.5,6.5799,504,2456.71826,0,2.18082,1.6567,48.53737,19.76,-54.08,-2.48,7.66,47.4,-0.1,13.6,-7.2,9.1457,691.60004,2355.87622,0,4.44852,3.01321,67.6,NA,NA,0,NA,NA,NA
"AL172001.38","AL172001","011203",6,27.4,69.9,35,-5,0.00039,-1.71007,809,-175,38,581,47.37741,16.65,-53.7,-2.75,7.25,47.5,-0.1,12,-8,7.72284,582.75,2244.61914,0,4.00891,2.85829,48.10014,20.46,-53.66,-2.38,7.46,46.6,-0.9,15,-16.8,9.5096,716.09998,2313.62378,0,5.25005,2.97213,67,NA,NA,0,NA,NA,NA
"AL172001.39","AL172001","011203",12,27.8,69.9,35,0,0.00039,-0.89978,796,0,34,591.5,46.83578,20.95,-53.85,-2.3,7.25,48.5,-0.2,12,-1.5,9.75343,733.25,2193.59082,0,5.51649,4.73397,48.08586,22.42,-53.52,-2.2,7.42,44.8,-1.2,14.8,-22.4,10.44066,784.70001,2312.25,0,5.84899,3.85698,65.8,NA,NA,0,NA,NA,NA
"AL172001.40","AL172001","011203",18,27.7,69.6,35,0,0.00039,1.33827,720,0,29,801.5,48.75056,25.2,-54.05,-2.2,7.65,48,0.2,19,-7,11.71384,882,2376.61743,0,6.30452,3.1049,49.77488,23.52,-53.62,-2.04,7.8,42.8,-1.2,13.6,-29.8,10.89145,823.20001,2477.53857,0,5.22548,2.15711,64.6,22.9,22,0,3,1,1
"AL172001.41","AL172001","011204",0,27.7,69.1,30,-5,0.00033,3.96106,660,-150,18,480,54.06474,23.35,-53.35,-2.15,7.6,44.5,-0.8,19.5,-35,10.86826,700.5,2922.99561,0,6.23571,2.5595,55.31449,23.825,-53.475,-2.025,7.85,41.25,-1.4,14,-37.75,11.02285,714.74994,3059.69287,0,5.09159,1.69011,64,16,15,0,3,1,1
"AL172001.42","AL172001","011204",6,27.8,68.2,30,-5,0.00033,5.97717,621,-150,21,507,53.43652,21.05,-53,-2.05,7.45,40,-0.4,12,-46.5,9.81729,631.5,2855.46216,0,5.68199,3.76613,55.45776,22.4,-53.33333,-1.93333,7.9,39.33333,-0.6,10,-45,10.34319,672,3075.56274,0,4.50612,1.52525,63,16.9,19,0,3,1,1
"AL172001.43","AL172001","011204",12,27.8,68,30,0,0.00033,4.97261,672,0,21,498,56.56424,24.3,-53.6,-1.9,8.1,38,-0.2,8.5,-40.5,11.17745,729,3199.51318,0,3.94747,0.82073,56.56424,24.3,-53.6,-1.9,8.1,38,-0.2,8.5,-40.5,11.17745,729,3199.51318,0,3.94747,0.82073,62.5,16.6,18,0,3,1,1
"AL172001.44","AL172001","011204",18,27,67.4,30,0,0.00033,3.34557,648,0,16,429,59.50021,25.1,-54,-1.7,8.8,38,0,6,-42,11.39499,753,3540.27441,0,2.15437,-2.95652,59.50021,25.1,-54,-1.7,8.8,38,0,6,-42,11.39499,753,3540.27441,0,2.15437,-2.95652,63,14.3,8,0,3,1,1
"AL022001.1","AL022001","010711",18,10.9,42.1,25,0,0.01601,-16.25713,545,0,63,422.5,101.29138,5.25,-54.15,0,6.8,61,-0.6,6,40,1.01285,131.25,10259.94434,0,-26.24513,1.58305,101.68534,5.46,-54.44,0,7.46,58.6,0,-1.4,21.8,1.14672,136.50002,10339.9082,0,-54.04702,-2.3833,72,NA,NA,18.4,NA,NA,NA
"AL022001.2","AL022001","010712",0,11.4,43.8,25,0,0.01832,-16.25713,533,0,60,422.5,98.88364,3.15,-54.65,0,7.35,59.5,1.4,4,30.5,0.62808,78.75,9777.97461,0,-54.14694,-2.25015,101.25145,5.375,-54.625,0,7.725,57.5,0.6,-3.25,14.5,1.15922,134.375,10251.85645,0,-64.81813,-3.62919,71,NA,NA,19.5,NA,NA,NA
"AL022001.3","AL022001","010712",6,11.8,45.3,25,0,0.01832,-15.38014,550,0,62,420.00003,100.65085,3.95,-54.65,0,7.75,59,0.3,-2.5,17,0.84537,98.75,10130.59375,0,-67.1861,-4.15407,101.94798,5.6,-54.63334,0,7.9,57,-0.8,-6.33333,9.66667,1.23597,140.00002,10393.38965,0,-72.90891,-5.02754,70.33334,NA,NA,21,NA,NA,NA
"AL022001.4","AL022001","010712",12,12.5,46.9,25,0,0.01832,-15.03502,479,0,57,430.00003,103.61925,7.6,-54.6,0,8.1,55.5,-1.1,-10.5,-1.5,1.69036,190.00002,10736.94824,0,-75.48932,-5.00822,103.61925,7.6,-54.6,0,8.1,55.5,-1.1,-10.5,-1.5,1.69036,190.00002,10736.94824,0,-75.48932,-5.00822,69,NA,NA,22.5,NA,NA,NA
"AL022001.5","AL022001","010712",18,13.1,48.5,25,0,0.01832,-15.64851,503,0,55,437.5,104.54224,8.9,-54.6,0,8.2,53,0,-14,-5,2.01716,222.50002,10929.0791,0,-84.35451,-6.77448,104.54224,8.9,-54.6,0,8.2,53,0,-14,-5,2.01716,222.50002,10929.0791,0,-84.35451,-6.77448,67,NA,NA,24,NA,NA,NA
"AL092001.1","AL092001","010919",18,13.4,81.9,30,0,0.91393,-15.21685,647,0,75,519.00006,127.44867,2.15,-53.45,0,13.85,71,0.1,73,80.5,0.50927,64.5,16243.16309,0,0.46743,0.5154,129.14709,3.13333,-53.46666,0,12.9,70.66666,0.2,70.33334,72.66666,0.76515,94,16678.97266,0,-17.86003,0.64889,78,NA,NA,33.33333,NA,NA,NA
"AL092001.2","AL092001","010920",0,13.9,83.5,30,0,0.89484,-15.21685,697,0,73,519.00006,129.88654,3.85,-53.5,0,12.3,70.5,0.1,71,63,0.95126,115.50001,16870.51172,0,-50.23158,2.04778,129.88654,3.85,-53.5,0,12.3,70.5,0.1,71,63,0.95126,115.50001,16870.51172,0,-50.23158,2.04778,78.5,NA,NA,26,NA,NA,NA
"AL092001.3","AL092001","010920",6,14.5,85.1,25,0,0.89484,-15.12824,673,0,74,395,137.54395,5.1,-53.5,0,11,70,0,65,57,1.27692,127.5,18918.33594,0,-54.51494,0.91588,137.54395,5.1,-53.5,0,11,70,0,65,57,1.27692,127.5,18918.33594,0,-54.51494,0.91588,79,NA,NA,0,NA,NA,NA
"AL012002.1","AL012002","020714",18,34.3,76.8,30,0,0.02381,14.25612,619,0,44,627,81.7351,25.4,-53.7,0,7.75,67.5,0.1,37.5,42.5,14.45054,762.00006,6680.62646,0,40.1831,-1.73388,80.53349,27.08,-53.84,0,6.4,62.2,0.9,23.6,21.6,15.77867,812.40002,6485.64209,0,38.89225,-1.40362,73.4,20.9,36,2.4,3,1,1
"AL012002.2","AL012002","020715",0,35,75.1,30,0,0.02705,14.25612,607,0,58,561,78.40143,23.8,-53.7,0,6.4,64,-0.3,15.5,10.5,13.72325,714.00006,6146.78418,0,33.4509,-1.26087,79.54581,29.74,-53.68,0,5.76,60,3.9,25,23.4,17.65121,892.20001,6327.53662,0,39.32242,-1.66182,71.4,18.7,46,1.2,3,1,1
"AL012002.3","AL012002","020715",6,35.5,73.3,35,5,0.02705,14.72809,720,175,40,896,73.09679,26.05,-54.05,0,5.25,60,1,7.5,-2,15.26256,911.75,5343.14014,0,35.17031,-1.33912,73.53854,31.08,-53.54,0,5.06,58,6.2,35.4,30,18.76183,1087.79993,5407.9165,0,44.81187,-2.75961,69.6,25.6,38,0.8,3,1,1
"AL012002.4","AL012002","020715",12,36.1,71,45,15,0.02705,17.11902,700,675,50,819.00006,65.69392,32.15,-54.05,0,5.55,57,0.1,20.5,17,19.10208,1446.75012,4315.69043,0,41.27718,-1.14717,59.90437,34.36,-53.46,0,4.36,56.4,7.9,52.6,47.2,21.17162,1546.20007,3588.53394,0,48.70374,-4.04237,67.8,NA,NA,0.8,NA,NA,NA
"AL012002.5","AL012002","020715",18,36.8,68.2,45,10,0.02705,20.92325,669,450,50,1539,66.27103,34.8,-53.3,0,5.45,57,3.1,40.5,44.5,21.1273,1566.00012,4391.84912,0,45.45517,-2.10439,53.97853,35.46,-53.18,0,3.42,55.6,7.6,61.2,59,22.4589,1595.70007,2913.68188,0,50.09375,-4.77026,65.6,34.2,45,0.8,3,1,1
"AL012002.6","AL012002","020716",0,37.9,65.1,50,5,0.03067,23.33952,629,250,36,1535,56.74775,35.45,-52.95,0,4.4,57,2,67,63.5,21.93921,1772.5,3220.30713,0,54.98215,-5.12476,45.47225,36.15,-53.05,0,2.775,55.5,4.5,69.5,67,23.17668,1807.50012,2067.72559,0,51.67858,-5.76232,64.75,30.7,33,0,3,1,1
"AL012002.7","AL012002","020716",6,38.6,61.7,50,5,0.03067,25.52901,520,250,39,1435,46.7978,35.4,-53.15,0,2.9,55,2.7,84.5,70,22.55548,1770.00012,2190.03394,0,57.2792,-7.31791,40.78353,35.9,-53.1,0,2.06667,54.66667,2.5,75,68.66666,23.34663,1795.00012,1663.29639,0,53.43613,-6.54751,63.66667,28.7,36,0,3,1,1
"AL012002.8","AL012002","020716",12,40.5,57.9,50,0,0.03067,28.09556,403,0,19,765,34.19675,36.9,-53.15,0,1.15,54,-0.2,72,70.5,24.44662,1845.00012,1169.41748,0,48.375,-6.40672,34.19675,36.9,-53.15,0,1.15,54,-0.2,72,70.5,24.44662,1845.00012,1169.41748,0,48.375,-6.40672,62.5,15.3,17,0,3,1,1
"AL012002.9","AL012002","020716",18,42.5,54.5,50,0,0.03067,27.85122,378,0,6,410,28.755,36.9,-53,0,0.4,54,0,56,66,24.92894,1845.00012,826.84985,0,45.75,-5.00672,28.755,36.9,-53,0,0.4,54,0,56,66,24.92894,1845.00012,826.84985,0,45.75,-5.00672,60,8.2,5,0,3,1,1
"AL022002.1","AL022002","020804",18,29,88.5,25,0,0.21847,-6.29153,597,0,81,382.5,114.80807,7.75,-53.45,0,15.2,48,-0.9,-9,-7.5,3.77962,193.75,13180.89453,0,6.86544,-0.60319,112.30786,9.24,-53.42,0,13.8,47.8,-0.9,-39.4,-17.4,4.6257,231,12613.05566,0,0.97233,-1.54471,62.8,15.3,70,35.2,14,10,6
"AL022002.2","AL022002","020805",0,29.3,89.2,35,0,0.23693,-6.29153,478,0,53,682.5,105.55219,8.65,-53.3,0,14.3,47,0.3,-35.5,-12,4.25019,302.75,11141.26367,0,16.35322,-1.20321,99.69797,9.36,-53.36,0,14.52,48.2,-1,-54.2,-18,4.71996,327.59998,9939.68457,0,0.03259,-1.03112,62.6,19.5,40,32,12,9,5
"AL022002.3","AL022002","020805",6,29.6,89.7,35,10,0.23693,-5.19612,554,350,20,724.5,104.44626,7.85,-53.45,0,11.8,47.5,-0.1,-61,-24,3.93313,274.75,10909.02051,0,-0.05908,-1.97633,96.82809,9.24,-53.3,0,13.88,48.2,-1.4,-67,-18.2,4.70302,323.39999,9375.67969,0,-2.70407,-0.98176,62.2,20.7,19,32.2,13,1,1
"AL022002.4","AL022002","020805",12,30.5,90.1,25,-10,0.23693,-3.81242,659,-250,32,512.5,107.83641,11.65,-53.5,0,13.05,48.5,-0.2,-64.5,-27.5,5.95805,291.25,11628.69141,0,-16.08943,-2.50068,104.00499,10.28,-53.34,0,13.66,49.8,-0.9,-72.2,-16.2,5.25515,257.00003,10817.03809,0,-9.28251,-0.59647,63.4,NA,NA,33.6,NA,NA,NA
"AL022002.5","AL022002","020805",18,30.9,90.6,20,0,0.23693,-4.12025,563,0,45,324,107.37161,10.6,-53.25,0,16.45,49,-1,-64,-17.5,5.44345,212,11528.66309,0,-4.55784,-0.15893,107.69643,11.92,-53.24,0,14.72,51,-1.2,-66.4,-16.4,6.07745,238.39999,11598.52051,0,-6.06642,0.18881,64.4,16.2,33,37.4,13,1,1
"AL022002.6","AL022002","020806",0,30.9,91,15,0,0.25638,-3.56401,574,0,46,271.5,111.10864,7.75,-53.15,0,15.4,49,-0.1,-78,-9.5,3.97292,116.25,12345.13086,0,-2.32556,0.75419,114.57504,12.36,-53.22,0,15.28,51.8,-0.8,-62.2,-19.8,6.25682,185.39999,13127.44043,0,-6.33103,0.38341,64.2,18.1,33,36.2,12,1,1
